period,minute,second,play_pattern,team,player,under_pressure,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z,defenders_between
2,54,2,Regular Play,Barcelona,Seydou Kéita,,Head,Open Play,Goal,Normal,,,,True,,,114.3,42.5,120.0,42.8,1.5,1.0
2,56,58,From Free Kick,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Saved,Volley,True,,,,,,105.2,51.2,119.5,43.2,0.5,2.0
2,59,0,From Corner,Barcelona,Daniel Alves da Silva,,Right Foot,Open Play,Off T,Normal,,,,,,,94.7,54.3,120.0,49.9,0.9,2.0
2,59,51,From Free Kick,Barcelona,Thierry Henry,,Right Foot,Open Play,Blocked,Normal,,,,,,,96.2,42.7,99.0,42.8,,1.0
2,65,46,From Throw In,Barcelona,Thierry Henry,,Left Foot,Open Play,Goal,Volley,True,,,,,,108.7,40.7,120.0,36.4,0.2,1.0
2,68,56,From Corner,Barcelona,Gerard Piqué Bernabéu,,Head,Open Play,Wayward,Normal,,,,,,,111.3,47.5,103.7,33.6,,3.0
2,75,48,From Free Kick,Villarreal,Marcos Antonio Senna da Silva,,Right Foot,Free Kick,Off T,Normal,,,,,,,90.2,45.3,120.0,40.4,6.0,4.0
2,82,20,From Throw In,Villarreal,Joan Capdevila Méndez,,Right Foot,Open Play,Off T,Half Volley,True,,,,,,104.7,34.5,120.0,41.2,6.5,3.0
2,84,22,From Throw In,Villarreal,Guillermo Luis Franco Farquarson,1.0,Right Foot,Open Play,Off T,Normal,True,,,,,,107.6,52.8,120.0,30.1,0.2,1.0
2,90,48,Regular Play,Villarreal,Nihat Kahveci,,Right Foot,Open Play,Off T,Normal,True,,,,,,103.9,31.9,120.0,35.2,0.4,1.0
2,91,44,From Free Kick,Villarreal,Guillermo Luis Franco Farquarson,,Head,Open Play,Off T,Normal,,,,,,,114.1,42.1,120.0,37.6,3.5,1.0
2,94,37,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Blocked,Normal,,,,,,,98.9,45.5,102.8,44.2,,2.0
1,3,56,Regular Play,Getafe,Roberto Soldado Rillo,1.0,Right Foot,Open Play,Off T,Half Volley,True,,,,,,101.9,65.6,120.0,50.8,7.6,1.0
1,6,4,From Throw In,Getafe,Pedro León Sánchez Gil,,Right Foot,Open Play,Blocked,Normal,True,,,,,,63.8,48.5,90.0,47.2,,0.0
1,10,26,From Free Kick,Getafe,Juan Ángel Albín Leites,,Left Foot,Open Play,Post,Half Volley,True,,,,,,99.2,36.5,120.0,35.9,2.8,3.0
1,16,22,From Free Kick,Getafe,Adrián González Morales,,Left Foot,Open Play,Blocked,Normal,,,,,,,82.4,32.5,85.5,33.2,,3.0
1,16,28,From Free Kick,Getafe,Pedro León Sánchez Gil,,Right Foot,Open Play,Saved,Normal,,,,,,,100.6,15.9,118.2,39.5,0.2,2.0
1,18,11,From Free Kick,Getafe,Juan Ángel Albín Leites,,Left Foot,Open Play,Off T,Volley,True,,,,,,96.9,34.8,120.0,61.2,0.1,2.0
1,24,51,From Corner,Barcelona,Zlatan Ibrahimović,,Right Foot,Open Play,Blocked,Normal,,,,,,,108.7,51.2,109.5,50.2,,4.0
1,26,28,Regular Play,Getafe,Roberto Soldado Rillo,,Right Foot,Open Play,Post,Overhead Kick,,,,,,,112.0,44.9,120.0,44.3,0.8,1.0
1,27,0,From Corner,Getafe,Adrián González Morales,1.0,Head,Open Play,Wayward,Normal,,,,,,,110.8,41.2,111.2,15.0,,3.0
1,27,59,Regular Play,Barcelona,Seydou Kéita,,Left Foot,Open Play,Off T,Normal,,,,,,,87.0,26.2,120.0,46.3,1.3,2.0
1,29,33,From Throw In,Getafe,Pedro León Sánchez Gil,,Right Foot,Open Play,Off T,Normal,,,,,,,81.2,60.5,120.0,33.8,6.7,2.0
1,37,32,Regular Play,Getafe,Roberto Soldado Rillo,,Right Foot,Open Play,Off T,Normal,,,,,,,95.7,18.0,120.0,34.0,1.1,2.0
1,38,16,From Throw In,Barcelona,Xavier Hernández Creus,,Right Foot,Open Play,Saved,Normal,,,,,,,96.0,59.1,117.4,40.6,0.30000000000000004,1.0
1,39,13,Regular Play,Barcelona,Zlatan Ibrahimović,1.0,Head,Open Play,Off T,Normal,,,,,,,107.1,34.5,120.0,25.3,0.4,1.0
1,41,26,From Throw In,Barcelona,Zlatan Ibrahimović,,Right Foot,Open Play,Saved,Normal,,,,True,,,108.0,38.8,114.6,38.9,0.2,1.0
2,49,50,Regular Play,Getafe,Daniel Parejo Muñoz,,Right Foot,Open Play,Blocked,Normal,,,,,,,93.3,40.6,97.4,40.4,,3.0
2,49,54,Regular Play,Getafe,Fabio Celestini,,Right Foot,Open Play,Saved,Normal,True,,,,,,82.3,38.4,118.5,38.8,0.2,2.0
2,51,35,From Free Kick,Getafe,Pedro León Sánchez Gil,,Right Foot,Free Kick,Blocked,Normal,,,,,,,92.1,26.3,101.4,30.6,,4.0
2,52,52,From Free Kick,Getafe,Pedro León Sánchez Gil,,Right Foot,Free Kick,Blocked,Normal,,,,,,,99.1,31.7,106.4,35.6,,5.0
2,53,20,From Corner,Getafe,Daniel Alberto Díaz,,Right Foot,Open Play,Blocked,Normal,True,,,,,,102.2,41.9,103.2,41.8,,3.0
2,58,53,From Kick Off,Barcelona,Xavier Hernández Creus,,Right Foot,Open Play,Saved,Volley,,,,,,,92.7,48.3,118.5,39.7,2.3,1.0
2,63,40,From Free Kick,Barcelona,Gerard Piqué Bernabéu,,Head,Open Play,Saved,Normal,,,,,,,109.9,33.7,119.5,37.2,1.3,1.0
2,65,31,Regular Play,Barcelona,Zlatan Ibrahimović,,Right Foot,Open Play,Goal,Normal,True,,,,,,115.3,36.5,120.0,43.9,0.2,1.0
2,69,58,From Free Kick,Barcelona,Seydou Kéita,,Left Foot,Open Play,Blocked,Half Volley,True,,,,,,97.1,32.6,102.2,34.9,,1.0
2,72,36,From Throw In,Getafe,Manuel del Moral Fernández,,Right Foot,Open Play,Saved,Normal,,,,,,,94.4,33.9,118.7,37.3,0.30000000000000004,1.0
2,75,19,Regular Play,Getafe,Juan Ángel Albín Leites,1.0,Left Foot,Open Play,Off T,Normal,,,,True,,,112.6,23.2,120.0,33.9,3.9,1.0
2,76,32,Regular Play,Barcelona,Andrés Iniesta Luján,,Left Foot,Open Play,Saved,Normal,True,,,,,,105.9,45.4,117.7,40.1,0.2,1.0
2,79,12,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Head,Open Play,Goal,Normal,,,,,,,113.3,42.8,120.0,41.2,2.4,1.0
2,80,19,From Kick Off,Getafe,Manuel del Moral Fernández,,Right Foot,Open Play,Off T,Normal,,,,,,,86.7,52.3,120.0,46.5,0.0,1.0
2,84,41,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Saved,Normal,,,,,,,97.7,59.8,117.8,42.0,1.3,1.0
2,85,53,From Free Kick,Barcelona,Zlatan Ibrahimović,,Right Foot,Open Play,Saved,Normal,True,,,,,,111.1,51.7,117.8,43.9,0.2,1.0
2,89,55,Regular Play,Barcelona,Seydou Kéita,,Left Foot,Open Play,Off T,Normal,,,,,,,99.2,27.7,120.0,48.6,0.1,1.0
2,91,33,Regular Play,Getafe,Roberto Soldado Rillo,,Right Foot,Open Play,Wayward,Volley,True,,,,,,111.0,53.2,120.0,59.7,,1.0
1,10,17,From Counter,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Post,Normal,,,,True,,,106.6,33.1,120.0,44.3,0.2,1.0
1,12,1,Regular Play,Barcelona,Thierry Henry,,Right Foot,Open Play,Saved,Normal,,,,,,,118.1,29.2,119.1,35.8,0.5,1.0
1,14,56,From Free Kick,Barcelona,Eric-Sylvain Bilal Abidal,,Left Foot,Open Play,Off T,Half Volley,,,,,,,90.3,20.8,120.0,36.7,4.5,1.0
1,21,29,From Throw In,Barcelona,Xavier Hernández Creus,1.0,Right Foot,Open Play,Saved,Normal,True,,,,,,91.3,41.1,118.0,38.4,0.2,1.0
1,24,59,Regular Play,Barcelona,Thierry Henry,1.0,Left Foot,Open Play,Saved,Normal,,,,True,,,105.9,25.8,114.6,35.5,0.0,1.0
1,31,59,From Throw In,Barcelona,Daniel Alves da Silva,,Left Foot,Open Play,Blocked,Normal,,,,,,,107.8,50.9,108.9,50.2,,1.0
1,38,23,Regular Play,Barcelona,Thierry Henry,,Right Foot,Open Play,Blocked,Normal,,,,,,,98.8,30.2,100.0,30.7,,2.0
1,39,36,From Free Kick,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Off T,Normal,,,,,,,101.9,41.9,120.0,23.3,0.1,2.0
1,40,30,Regular Play,Osasuna,Walter Gerardo Pandiani Urquiza,,Head,Open Play,Saved,Normal,,,,,,,108.3,31.4,119.0,36.6,0.5,1.0
1,44,58,Regular Play,Barcelona,Samuel Eto'o Fils,1.0,Right Foot,Open Play,Goal,Normal,,,,,,,98.7,42.3,120.0,36.9,0.0,2.0
2,45,29,Regular Play,Osasuna,Jaroslav Plašil,1.0,Right Foot,Open Play,Saved,Normal,,,,,,,107.4,22.1,118.2,37.5,0.1,1.0
2,48,33,From Throw In,Barcelona,Thierry Henry,,Right Foot,Open Play,Blocked,Normal,,,,,,,95.5,30.2,99.2,32.0,,2.0
2,54,35,From Keeper,Barcelona,Seydou Kéita,,Left Foot,Open Play,Off T,Normal,,,,,,,108.9,28.9,120.0,34.7,1.1,1.0
2,56,56,Regular Play,Barcelona,Thierry Henry,,Right Foot,Open Play,Saved,Half Volley,True,,,,,,102.3,39.9,118.1,37.4,0.2,4.0
2,62,15,From Corner,Osasuna,Miguel Flaño Bezunartea,1.0,Head,Open Play,Goal,Normal,,,,,,,114.0,31.6,120.0,43.2,0.8,1.0
2,65,14,From Throw In,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Saved,Normal,True,,,,,,88.1,19.4,118.8,36.3,0.8,1.0
2,67,57,Regular Play,Osasuna,Juan Francisco Torres Belén,1.0,Right Foot,Open Play,Saved,Normal,,,,,,,105.6,29.4,119.3,36.5,0.2,2.0
2,72,14,Regular Play,Osasuna,Walter Gerardo Pandiani Urquiza,1.0,Left Foot,Open Play,Goal,Normal,True,,,,,,113.1,42.6,120.0,42.3,0.2,3.0
2,80,0,Regular Play,Barcelona,Xavier Hernández Creus,,Right Foot,Open Play,Goal,Normal,True,,,,,,107.3,44.4,120.0,39.1,0.0,2.0
2,83,32,Regular Play,Barcelona,Andrés Iniesta Luján,1.0,Left Foot,Open Play,Off T,Normal,,,,,,,89.3,42.0,120.0,37.1,3.6,2.0
2,84,30,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Goal,Normal,,,,,,,96.6,49.0,120.0,36.6,0.9,1.0
2,86,53,From Corner,Barcelona,Bojan Krkíc Pérez,,Right Foot,Open Play,Saved,Normal,,,,,,,111.6,31.3,114.3,33.2,0.1,1.0
1,10,45,From Free Kick,Barcelona,Daniel Alves da Silva,,Right Foot,Free Kick,Blocked,Normal,,,,,,,89.9,32.4,97.2,33.6,,4.0
1,11,26,From Corner,Barcelona,Thierry Henry,,Head,Open Play,Saved,Normal,,,,,,,113.9,38.3,119.0,37.6,1.7000000000000002,2.0
1,17,39,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,1.0,Head,Open Play,Wayward,Normal,,,,,,,110.7,43.0,113.9,23.8,,2.0
1,22,16,From Free Kick,Sporting Gijón,Luis Morán Sánchez,,Right Foot,Open Play,Blocked,Normal,,,,,,,107.2,59.5,109.9,51.6,,1.0
1,22,57,From Counter,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Goal,Normal,True,,,,,,114.0,40.4,120.0,41.1,0.4,1.0
1,26,8,From Goal Kick,Barcelona,Thierry Henry,,Right Foot,Open Play,Off T,Normal,,,,,,,94.0,24.6,120.0,43.3,3.8,2.0
1,28,0,Regular Play,Barcelona,Xavier Hernández Creus,,Right Foot,Open Play,Blocked,Normal,True,,,,,,112.3,48.8,113.0,47.2,,1.0
1,38,7,From Free Kick,Barcelona,Xavier Hernández Creus,,Right Foot,Free Kick,Off T,Normal,,,,,,,99.1,49.6,120.0,42.3,4.0,5.0
1,39,15,From Throw In,Sporting Gijón,Miguel Marcos Madera,1.0,Right Foot,Open Play,Saved,Half Volley,True,,,,,,95.2,22.0,117.6,41.1,1.9,3.0
1,39,34,Regular Play,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Goal,Normal,,,,,,,114.1,48.5,120.0,37.9,1.0,1.0
1,40,52,From Kick Off,Sporting Gijón,Carmelo José González Jiménez,,Left Foot,Open Play,Wayward,Normal,True,,,,,,112.1,27.7,120.0,61.0,,1.0
1,44,39,Regular Play,Barcelona,Andrés Iniesta Luján,,Right Foot,Open Play,Saved,Normal,,,,,,,101.0,21.2,118.7,39.6,1.3,1.0
2,54,47,From Throw In,Barcelona,Xavier Hernández Creus,,Right Foot,Open Play,Off T,Normal,True,,,,,,94.1,50.1,120.0,31.7,2.2,1.0
2,59,11,Regular Play,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Saved,Normal,True,,,,,,106.3,26.8,118.4,37.5,2.2,1.0
2,60,43,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Saved,Normal,,,,,,,107.5,44.9,114.1,41.8,0.0,1.0
2,64,54,From Throw In,Barcelona,Daniel Alves da Silva,,Right Foot,Open Play,Goal,Normal,,,,,,,112.0,50.8,120.0,41.0,2.1,2.0
2,67,30,From Free Kick,Sporting Gijón,Enrique Mateo Montoya,,Right Foot,Open Play,Goal,Half Volley,,,,,,,101.5,39.0,119.9,36.4,0.0,2.0
2,68,40,From Kick Off,Sporting Gijón,Enrique Mateo Montoya,,Right Foot,Open Play,Off T,Normal,,,,,,,82.0,37.1,119.9,44.0,5.3,2.0
2,70,7,From Free Kick,Barcelona,Samuel Eto'o Fils,,Head,Open Play,Post,Normal,,,,True,,,116.1,45.8,120.0,44.1,1.0,1.0
2,75,13,From Throw In,Barcelona,Thierry Henry,,Head,Open Play,Off T,Normal,,,,,,,112.1,37.8,120.0,34.3,1.3,1.0
2,77,22,Regular Play,Barcelona,Sylvio Mendes Campos Junior,,Head,Open Play,Off T,Normal,,,,,,,109.0,36.4,120.0,34.9,4.2,1.0
2,91,42,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Off T,Normal,,,,,,,103.2,51.8,120.0,32.6,1.6,1.0
2,92,17,Regular Play,Barcelona,Sylvio Mendes Campos Junior,,Left Foot,Open Play,Blocked,Normal,,,,,,,99.0,19.7,103.5,23.8,,2.0
1,1,42,From Throw In,Almería,Albert Crusat Domene,,Head,Open Play,Off T,Normal,,,,,,,103.4,43.0,120.0,46.0,1.1,1.0
1,4,5,Regular Play,Barcelona,Xavier Hernández Creus,,Right Foot,Open Play,Saved,Normal,,,,,,,91.9,46.1,118.3,38.2,1.0,1.0
1,4,43,From Corner,Barcelona,Samuel Eto'o Fils,1.0,Right Foot,Open Play,Goal,Volley,True,,,,,,110.2,45.8,120.0,43.0,0.7000000000000001,1.0
1,13,3,Regular Play,Barcelona,Thierry Henry,,Right Foot,Open Play,Goal,Normal,True,,,,True,,116.1,37.6,120.0,37.8,0.30000000000000004,1.0
1,15,44,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Right Foot,Open Play,Off T,Normal,,,,True,,,112.3,56.5,120.0,29.9,0.2,1.0
1,19,5,From Throw In,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Saved,Volley,True,,,,,,101.2,45.2,118.3,41.1,1.3,1.0
1,20,21,Regular Play,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Goal,Normal,True,,,,True,,114.3,43.1,120.0,40.9,0.2,0.0
1,23,27,From Free Kick,Barcelona,Samuel Eto'o Fils,1.0,Right Foot,Open Play,Goal,Backheel,,,,,,,117.8,42.9,120.0,41.5,0.1,1.0
1,36,18,From Free Kick,Barcelona,Daniel Alves da Silva,,Right Foot,Free Kick,Goal,Normal,,,,,,,84.5,49.5,120.0,36.7,0.5,5.0
1,44,3,From Free Kick,Barcelona,Rafael Márquez Álvarez,,Right Foot,Free Kick,Blocked,Normal,,,,,,,90.0,31.7,102.6,36.0,,3.0
1,44,20,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Saved,Normal,,,,,,,103.9,48.5,117.6,41.9,0.6000000000000001,1.0
2,46,29,From Throw In,Almería,Guilherme Oliveira Santos,,Left Foot,Open Play,Post,Normal,,,,,,,95.2,19.0,120.0,37.0,2.9,1.0
2,49,54,From Free Kick,Barcelona,Thierry Henry,,Right Foot,Open Play,Off T,Volley,,,,,,,107.4,29.8,120.0,37.1,7.3,1.0
2,52,8,From Free Kick,Almería,Julio Álvarez Mosquera,,Right Foot,Free Kick,Saved,Normal,,,,,,,95.6,26.1,119.2,41.7,1.2,4.0
2,81,26,Regular Play,Almería,Julio Álvarez Mosquera,,Right Foot,Open Play,Off T,Normal,,,,,,,98.3,33.4,119.9,35.1,0.5,3.0
2,84,42,From Corner,Barcelona,Carles Puyol i Saforcada,1.0,Head,Open Play,Wayward,Normal,,,,,,,110.8,37.8,116.4,42.0,,2.0
2,86,9,From Free Kick,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Saved,Normal,True,,,,,,108.1,40.6,117.2,40.9,0.2,2.0
2,89,28,From Free Kick,Almería,José Manuel Jiménez Ortiz,,Left Foot,Open Play,Saved,Normal,,,,,,,92.6,22.2,115.5,37.3,2.0,1.0
2,89,33,From Free Kick,Almería,José Ortiz Bernal,,Right Foot,Open Play,Blocked,Normal,,,,,,,109.8,47.4,110.8,46.9,,1.0
1,6,42,Regular Play,Barcelona,Andrés Iniesta Luján,,Left Foot,Open Play,Goal,Half Volley,True,,,,,,108.6,32.3,120.0,43.2,0.9,1.0
1,9,20,From Free Kick,Barcelona,Bojan Krkíc Pérez,,Right Foot,Open Play,Off T,Normal,True,,,,,,103.3,31.7,120.0,44.9,5.1,2.0
1,10,53,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Saved,Normal,True,,,,,,101.4,56.9,116.6,42.3,2.2,2.0
1,11,23,From Corner,Barcelona,Rafael Márquez Álvarez,1.0,Head,Open Play,Off T,Normal,,,,,,,108.8,43.3,120.0,44.9,4.3,1.0
1,16,47,From Throw In,Barcelona,Maxwell Scherrer Cabelino Andrade,,Left Foot,Open Play,Saved,Normal,,,,,,,90.6,26.9,115.8,39.7,1.2,2.0
1,21,56,From Throw In,Barcelona,Bojan Krkíc Pérez,,Right Foot,Open Play,Saved,Normal,,,,,,,105.3,20.7,118.3,35.2,1.1,2.0
1,28,34,From Free Kick,Barcelona,Thierry Henry,,Right Foot,Free Kick,Goal,Normal,,,,,,,94.6,34.3,120.0,37.7,0.5,5.0
1,33,40,From Free Kick,Barcelona,Rafael Márquez Álvarez,,Right Foot,Free Kick,Goal,Normal,,,,,,,88.4,31.8,120.0,36.5,1.5,7.0
1,35,37,Regular Play,Racing Santander,Antonio Moral Segura,,Right Foot,Open Play,Blocked,Normal,,,,,,,107.3,41.9,115.5,41.3,,1.0
1,38,48,From Free Kick,Racing Santander,Papa Kouly Diop,,Right Foot,Free Kick,Off T,Normal,,,,,,,117.4,14.9,120.0,38.4,3.4,1.0
1,42,8,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Off T,Normal,,,,,,,99.0,35.2,120.0,34.9,4.5,2.0
1,43,28,From Free Kick,Racing Santander,Marc Torrejón Moya,,Head,Open Play,Off T,Normal,,,,True,,,110.4,35.8,120.0,34.0,0.5,1.0
1,44,15,From Goal Kick,Barcelona,Bojan Krkíc Pérez,1.0,Left Foot,Open Play,Off T,Normal,,,,,,,110.2,32.1,120.0,35.2,0.2,2.0
2,46,23,From Goal Kick,Racing Santander,Mehdi Lacen,,Left Foot,Open Play,Blocked,Normal,,,,,,,93.1,47.8,94.4,47.4,,3.0
2,46,33,From Goal Kick,Racing Santander,Papa Kouly Diop,1.0,Head,Open Play,Off T,Normal,,,,,,,109.9,51.7,120.0,44.9,5.1,1.0
2,50,9,From Corner,Barcelona,Gnégnéri Yaya Touré,,Right Foot,Open Play,Blocked,Normal,,,,,,,90.5,43.1,95.2,42.5,,2.0
2,52,59,From Free Kick,Barcelona,Thierry Henry,,Right Foot,Open Play,Off T,Normal,,,,,,,105.9,19.9,120.0,56.5,5.7,2.0
2,60,6,Regular Play,Barcelona,Andrés Iniesta Luján,,Right Foot,Open Play,Saved,Normal,True,,,,,,95.4,34.7,114.1,39.0,0.30000000000000004,1.0
2,82,23,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Saved,Normal,,,,,,,102.8,50.4,116.3,44.4,1.2,1.0
2,83,22,Regular Play,Barcelona,Thiago Alcântara do Nascimento,,Right Foot,Open Play,Goal,Normal,,,,,,True,110.9,45.4,120.0,42.2,0.4,2.0
2,91,11,From Free Kick,Barcelona,Thiago Alcântara do Nascimento,,Right Foot,Open Play,Blocked,Normal,,,,,,,89.4,43.3,99.7,41.5,,2.0
1,1,11,From Free Kick,Espanyol,José María Callejón Bueno,,Right Foot,Free Kick,Off T,Normal,,,,,,,97.4,29.9,120.0,37.0,4.4,4.0
1,11,57,From Corner,Barcelona,Pedro Eliezer Rodríguez Ledesma,,Right Foot,Open Play,Blocked,Volley,True,,,,,,93.1,43.5,107.9,38.6,,2.0
1,17,28,From Throw In,Barcelona,David Villa Sánchez,1.0,Right Foot,Open Play,Saved,Normal,,,,,,,106.5,20.6,117.4,36.6,0.2,1.0
1,19,41,From Keeper,Barcelona,Pedro Eliezer Rodríguez Ledesma,,Left Foot,Open Play,Saved,Normal,,,,,,,100.9,55.1,116.1,44.3,0.4,1.0
1,20,31,Regular Play,Barcelona,Andrés Iniesta Luján,,Right Foot,Open Play,Saved,Normal,,,,,,,107.8,25.9,116.2,38.2,0.5,2.0
1,23,0,From Free Kick,Barcelona,Daniel Alves da Silva,,Left Foot,Open Play,Blocked,Volley,True,,,,,,96.2,50.3,107.5,49.4,,3.0
1,27,20,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Right Foot,Open Play,Wayward,Normal,,,,True,,,115.3,52.3,117.5,0.1,,1.0
1,28,35,From Throw In,Barcelona,Andrés Iniesta Luján,,Right Foot,Open Play,Goal,Normal,,,,,,,106.9,28.5,120.0,37.2,0.2,1.0
1,36,16,From Throw In,Barcelona,David Villa Sánchez,,Right Foot,Open Play,Blocked,Normal,,,,,,,105.7,32.0,107.2,33.0,,2.0
1,36,32,From Throw In,Barcelona,David Villa Sánchez,,Right Foot,Open Play,Off T,Normal,,,,True,,,108.2,33.8,120.0,35.2,1.4,1.0
2,45,58,Regular Play,Espanyol,Pablo Daniel Osvaldo,,Right Foot,Open Play,Blocked,Normal,,,,,,,101.2,25.9,102.2,26.6,,2.0
2,46,33,Regular Play,Barcelona,Pedro Eliezer Rodríguez Ledesma,,Left Foot,Open Play,Saved,Normal,True,,,,,,105.9,52.8,116.0,41.7,1.3,1.0
2,47,0,From Corner,Barcelona,Gerard Piqué Bernabéu,1.0,Head,Open Play,Goal,Normal,,,,,,,113.6,36.5,120.0,37.5,1.0,1.0
2,53,12,From Free Kick,Espanyol,Pablo Daniel Osvaldo,,Left Foot,Open Play,Saved,Normal,,,,,,,107.9,50.8,118.3,41.7,2.0,1.0
2,56,7,From Counter,Espanyol,Pablo Daniel Osvaldo,,Right Foot,Open Play,Saved,Normal,,,,True,,,113.7,55.6,118.9,44.3,1.2,1.0
2,62,46,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Free Kick,Blocked,Normal,,,,,,,98.3,37.1,108.2,38.9,,4.0
2,66,2,Regular Play,Barcelona,David Villa Sánchez,,Right Foot,Open Play,Off T,Normal,,,,,,,99.0,22.3,120.0,34.7,0.2,2.0
2,69,5,From Corner,Espanyol,Javier Márquez Moreno,,Left Foot,Open Play,Off T,Volley,True,,,,,,85.2,36.7,119.9,30.7,0.9,5.0
2,71,29,Regular Play,Espanyol,Javier Márquez Moreno,,Left Foot,Open Play,Blocked,Normal,,,,,,,79.5,41.3,87.8,40.6,,2.0
2,74,3,From Corner,Barcelona,Pedro Eliezer Rodríguez Ledesma,,Left Foot,Open Play,Blocked,Normal,,,,,,,107.8,43.7,109.2,43.5,,2.0
2,79,30,Regular Play,Espanyol,Pablo Daniel Osvaldo,,Right Foot,Open Play,Off T,Normal,True,,,,,,112.7,49.5,120.0,45.4,0.9,1.0
1,4,59,From Free Kick,Barcelona,Xavier Hernández Creus,,Right Foot,Free Kick,Goal,Normal,,,,,,,95.1,40.1,120.0,43.3,2.1,3.0
1,11,37,From Throw In,Barcelona,Andrés Iniesta Luján,,Right Foot,Open Play,Off T,Normal,True,,,,,,88.8,41.4,120.0,47.0,3.1,2.0
1,12,25,From Goal Kick,Málaga,Adrián López Álvarez,,Right Foot,Open Play,Saved,Normal,True,,,,,,108.4,37.0,110.8,37.8,0.8,1.0
1,12,28,From Goal Kick,Málaga,Sérgio Paulo Barbosa Valente,,Left Foot,Open Play,Goal,Normal,,,,,,,100.6,37.8,120.0,36.5,2.4,3.0
1,18,31,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,1.0,Left Foot,Open Play,Goal,Normal,,,,,,,112.7,51.9,120.0,37.4,0.2,2.0
1,23,12,From Free Kick,Barcelona,Daniel Alves da Silva,,Right Foot,Free Kick,Blocked,Normal,,,,,,,85.2,38.6,94.5,39.7,,5.0
1,26,43,From Free Kick,Málaga,Sérgio Paulo Barbosa Valente,,Left Foot,Free Kick,Blocked,Normal,,,,,,,85.6,26.0,104.1,33.4,,3.0
1,27,34,From Corner,Málaga,Nabil Baha,1.0,Head,Open Play,Off T,Normal,,,,,,,112.6,40.5,120.0,37.7,5.3,3.0
2,51,57,Regular Play,Barcelona,Xavier Hernández Creus,,Left Foot,Open Play,Goal,Volley,True,,,,,,108.8,36.5,120.0,38.7,0.4,1.0
2,60,12,From Throw In,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Blocked,Normal,True,,,,,,103.7,19.1,105.3,21.9,,2.0
2,66,13,From Free Kick,Barcelona,Daniel Alves da Silva,,Right Foot,Free Kick,Post,Normal,,,,,,,84.7,49.6,120.0,36.0,1.3,4.0
2,71,13,Regular Play,Barcelona,Thierry Henry,,Right Foot,Open Play,Off T,Normal,,,,,,,103.4,26.5,120.0,48.1,5.3,1.0
2,72,29,Regular Play,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Blocked,Normal,,,,,,,106.1,26.5,107.9,28.1,,2.0
2,76,50,From Throw In,Barcelona,Sergio Busquets i Burgos,,Right Foot,Open Play,Saved,Volley,True,,,,,,102.1,47.7,115.5,41.8,0.2,2.0
2,79,7,From Free Kick,Málaga,Hélder Miguel Do Rosario Data,,Right Foot,Open Play,Off T,Volley,True,,,,,,104.7,26.3,120.0,30.7,5.4,2.0
2,80,26,From Free Kick,Barcelona,Daniel Alves da Silva,,Right Foot,Free Kick,Blocked,Normal,,,,,,,83.6,49.3,108.1,39.9,,5.0
2,88,18,From Throw In,Barcelona,Carles Puyol i Saforcada,,Right Foot,Open Play,Off T,Normal,,,,,,,92.0,27.5,120.0,47.4,5.5,2.0
2,90,2,From Corner,Barcelona,Sergio Busquets i Burgos,,Right Foot,Open Play,Off T,Normal,True,,,,,,98.6,30.7,120.0,7.9,1.0,5.0
