period,minute,second,play_pattern,team,player,under_pressure,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z,defenders_between
1,5,20,From Throw In,Manchester City WFC,Nikita Parris,,Right Foot,Open Play,Saved,Normal,,,,True,,,114.0,48.0,115.7,46.2,0.2,1.0
1,8,35,From Throw In,Manchester City WFC,Nikita Parris,1.0,Right Foot,Open Play,Saved,Normal,True,,,,,,112.1,37.7,115.7,38.2,0.5,0.0
1,8,38,From Throw In,Manchester City WFC,Claire Emslie,1.0,Left Foot,Open Play,Blocked,Normal,,,,,,,104.9,40.8,106.7,40.4,,4.0
1,13,6,From Free Kick,Manchester City WFC,Pauline Bremer,,Right Foot,Open Play,Off T,Volley,True,,,,,,110.3,40.2,120.0,30.4,0.2,1.0
1,17,55,From Corner,Manchester City WFC,Georgia Stanway,,Left Foot,Open Play,Off T,Half Volley,,,,,,,95.0,34.2,120.0,36.2,7.1,3.0
1,21,30,Regular Play,Yeovil Town LFC,Charlotte Buxton,1.0,Right Foot,Open Play,Off T,Normal,,,,,,,86.9,55.9,120.0,25.3,1.0,2.0
1,25,47,Regular Play,Yeovil Town LFC,Emily Syme,,Right Foot,Open Play,Off T,Normal,True,,,,,,94.6,24.1,120.0,38.1,5.3,2.0
1,26,56,From Throw In,Manchester City WFC,Nikita Parris,,Right Foot,Open Play,Blocked,Normal,,,,,,,108.3,46.0,110.4,45.4,,2.0
1,29,34,Other,Manchester City WFC,Nikita Parris,,Right Foot,Penalty,Goal,Normal,,,,,,,108.3,40.1,120.0,37.1,1.8,0.0
1,34,31,Regular Play,Manchester City WFC,Georgia Stanway,,Right Foot,Open Play,Off T,Normal,True,,,,,,88.8,50.1,120.0,42.2,3.5,3.0
1,37,19,From Throw In,Manchester City WFC,Claire Emslie,,Left Foot,Open Play,Saved,Normal,,,,,,,100.8,55.8,119.0,40.2,0.6000000000000001,1.0
1,38,13,Regular Play,Manchester City WFC,Pauline Bremer,,Right Foot,Open Play,Wayward,Normal,True,,,,,,115.6,43.3,116.4,35.3,,1.0
1,38,13,Regular Play,Manchester City WFC,Lauren Hemp,,Left Foot,Open Play,Saved,Normal,True,,,,True,,116.2,34.2,119.0,37.5,2.0,1.0
1,40,12,Regular Play,Manchester City WFC,Nikita Parris,,Right Foot,Open Play,Blocked,Normal,,,,,,,99.2,28.1,100.5,29.2,,2.0
1,40,55,From Throw In,Manchester City WFC,Pauline Bremer,,Left Foot,Open Play,Saved,Normal,,,,,,,100.4,56.3,119.0,42.8,0.2,2.0
1,43,40,From Corner,Manchester City WFC,Gemma Bonner,1.0,Head,Open Play,Saved,Normal,,,,,,,114.5,44.2,119.1,40.6,2.3,3.0
1,45,14,Regular Play,Yeovil Town LFC,Emily Syme,,Right Foot,Open Play,Saved,Normal,,,,,,,114.2,25.5,118.9,35.8,0.30000000000000004,2.0
2,46,0,From Corner,Manchester City WFC,Nikita Parris,1.0,Head,Open Play,Off T,Normal,,,,,,,114.2,38.5,120.0,48.8,0.8,3.0
2,50,6,Regular Play,Manchester City WFC,Pauline Bremer,1.0,Right Foot,Open Play,Saved,Normal,,,,True,,,115.3,30.2,116.8,32.8,0.2,1.0
2,50,9,Regular Play,Manchester City WFC,Lauren Hemp,,Left Foot,Open Play,Off T,Half Volley,,,,,,,107.9,29.1,119.9,35.5,5.6,2.0
2,52,2,From Corner,Manchester City WFC,Gemma Bonner,1.0,Head,Open Play,Saved,Normal,,,,,,,116.6,29.5,119.3,36.3,2.0,1.0
2,62,11,From Throw In,Manchester City WFC,Nikita Parris,,Left Foot,Open Play,Saved,Normal,,,,,,,108.3,34.1,116.8,38.1,1.8,2.0
2,64,54,Regular Play,Manchester City WFC,Lauren Hemp,,Head,Open Play,Goal,Normal,,,,,,,112.5,36.1,120.0,42.7,0.9,1.0
2,66,23,Regular Play,Manchester City WFC,Georgia Stanway,,Right Foot,Open Play,Off T,Normal,True,,,,,,87.2,35.5,120.0,37.0,6.0,2.0
2,72,1,From Free Kick,Manchester City WFC,Georgia Stanway,,Right Foot,Open Play,Blocked,Normal,True,,,,,,92.1,35.9,96.6,35.8,,1.0
2,74,4,From Corner,Yeovil Town LFC,Hannah Short,,Head,Open Play,Blocked,Normal,,,,,,,107.1,38.1,117.4,37.7,,4.0
2,76,20,Regular Play,Yeovil Town LFC,Olivia Fergusson,,Right Foot,Open Play,Saved,Normal,,,,,,,96.7,31.5,118.0,42.4,0.9,1.0
2,77,33,Regular Play,Manchester City WFC,Tessa Wullaert,,Left Foot,Open Play,Saved,Normal,,,,,,,94.2,45.9,118.8,42.8,0.2,2.0
2,79,52,From Free Kick,Manchester City WFC,Stephanie Houghton,,Right Foot,Free Kick,Saved,Normal,,,,,,,92.6,34.5,118.9,37.0,1.1,4.0
2,85,21,Regular Play,Manchester City WFC,Lauren Hemp,,Left Foot,Open Play,Saved,Normal,,,,,,,104.6,47.7,119.3,37.2,2.2,2.0
2,87,40,Regular Play,Manchester City WFC,Caroline Weir,,Left Foot,Open Play,Blocked,Normal,,,,,,,114.3,55.1,118.1,38.9,,1.0
2,88,23,From Corner,Manchester City WFC,Gemma Bonner,1.0,Head,Open Play,Saved,Normal,,,,,,,113.4,40.9,119.0,40.1,1.9,4.0
2,91,22,From Throw In,Yeovil Town LFC,Megan Alexander,,Left Foot,Open Play,Saved,Normal,,,,,,,90.9,56.1,119.0,42.6,0.8,1.0
2,91,41,Regular Play,Yeovil Town LFC,Georgia Evans,,Right Foot,Open Play,Off T,Normal,,,,,,,83.5,31.8,120.0,54.3,1.0,1.0
2,92,48,From Throw In,Manchester City WFC,Esme Beth Morgan,,Right Foot,Open Play,Blocked,Normal,True,,,,,,111.0,52.2,112.4,51.3,,1.0
1,4,18,From Corner,Brighton & Hove Albion WFC,Danielle Buet,,Right Foot,Open Play,Off T,Volley,True,,,,,,94.1,46.8,120.0,25.4,0.8,3.0
1,6,38,Regular Play,Brighton & Hove Albion WFC,Kayleigh Green,1.0,Left Foot,Open Play,Off T,Normal,,,,,,,92.2,48.9,120.0,49.8,0.1,2.0
1,8,47,From Throw In,Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,,Right Foot,Open Play,Saved,Normal,,,,,,,109.1,22.8,119.5,36.1,1.4,2.0
1,20,57,Regular Play,Brighton & Hove Albion WFC,Kayleigh Green,,Right Foot,Open Play,Goal,Normal,True,,,,,,112.2,44.3,120.0,39.2,0.9,2.0
1,22,39,Regular Play,West Ham United LFC,Leanne Kiernan,,Right Foot,Open Play,Blocked,Normal,,,,,,,98.7,31.5,100.3,32.1,,1.0
1,27,16,From Free Kick,West Ham United LFC,Brooke Hendrix,1.0,Head,Open Play,Blocked,Normal,,,,,,,111.5,41.1,112.4,40.9,,2.0
1,27,19,From Free Kick,West Ham United LFC,Brooke Hendrix,,Right Foot,Open Play,Blocked,Normal,True,,,,,,112.6,37.4,113.5,38.0,,3.0
1,33,57,Regular Play,Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,,Right Foot,Open Play,Saved,Normal,True,,,,,,101.4,46.6,114.3,42.3,0.2,3.0
1,38,26,From Throw In,Brighton & Hove Albion WFC,Megan Connolly,,Right Foot,Open Play,Goal,Normal,True,,,,,,98.6,48.9,119.9,43.4,0.2,1.0
1,41,49,Regular Play,Brighton & Hove Albion WFC,Chloe Peplow,,Right Foot,Open Play,Wayward,Normal,True,,,,,,100.2,45.4,113.6,37.4,,3.0
1,44,11,From Free Kick,Brighton & Hove Albion WFC,Victoria Williams,,Head,Open Play,Off T,Normal,,,,True,,,111.6,43.5,120.0,44.4,3.2,1.0
2,68,49,Regular Play,Brighton & Hove Albion WFC,Aileen Whelan,1.0,Left Foot,Open Play,Off T,Normal,True,,,,,,112.6,48.5,120.0,38.1,4.0,3.0
2,73,9,Regular Play,Brighton & Hove Albion WFC,Chloe Peplow,,Right Foot,Open Play,Off T,Normal,,,,,,,91.6,46.5,120.0,35.5,4.5,4.0
2,78,16,From Counter,Brighton & Hove Albion WFC,Amanda Nildén,,Left Foot,Open Play,Goal,Normal,True,,,,,,104.6,48.4,120.0,36.8,0.2,1.0
2,82,59,Regular Play,West Ham United LFC,Brianna Visalli,,Left Foot,Open Play,Saved,Normal,,,,,,,94.0,29.3,118.9,36.2,1.4,1.0
2,86,13,Regular Play,Brighton & Hove Albion WFC,Ellie Brazil,,Right Foot,Open Play,Off T,Normal,True,,,,,,113.1,43.9,120.0,47.1,0.1,1.0
2,91,9,Regular Play,West Ham United LFC,Alisha Lehmann,,Right Foot,Open Play,Saved,Normal,True,,,,,,96.8,46.5,118.0,38.8,0.2,1.0
2,91,41,From Keeper,Brighton & Hove Albion WFC,Emily Simpkins,,Right Foot,Open Play,Off T,Normal,True,,,,,,103.5,50.5,120.0,44.2,4.4,1.0
2,92,22,Regular Play,Brighton & Hove Albion WFC,Ellie Brazil,,Right Foot,Open Play,Goal,Normal,True,,,,,,103.9,36.3,120.0,43.6,1.1,1.0
1,1,35,Regular Play,Chelsea FCW,Bethany England,,Right Foot,Open Play,Off T,Volley,True,,,,,,114.7,36.7,120.0,33.8,0.5,2.0
1,2,46,From Corner,Chelsea FCW,Sophie Ingle,1.0,Head,Open Play,Blocked,Normal,,,,,,,113.3,32.6,119.0,40.3,,4.0
1,2,48,From Corner,Chelsea FCW,Magdalena Ericsson,1.0,Head,Open Play,Off T,Normal,,,,,,,112.3,37.3,120.0,40.2,3.9,3.0
1,7,11,From Free Kick,Chelsea FCW,So-yun Ji,,Left Foot,Open Play,Goal,Volley,,,,,,,104.2,43.7,120.0,43.3,2.0,4.0
1,12,19,Regular Play,Chelsea FCW,Francesca Kirby,1.0,Right Foot,Open Play,Blocked,Normal,,,,,,,102.0,25.2,102.9,25.9,,2.0
1,17,23,Regular Play,Reading WFC,Fara Williams,,Left Foot,Open Play,Off T,Normal,,,,,,,89.3,53.9,120.0,48.0,0.2,2.0
1,20,2,From Throw In,Reading WFC,Jade Moore,,Left Foot,Open Play,Off T,Half Volley,,,,,,,95.1,28.8,120.0,45.9,0.2,2.0
1,21,18,From Counter,Chelsea FCW,Bethany England,,Right Foot,Open Play,Off T,Normal,,,,,,,101.2,29.2,120.0,35.1,0.4,1.0
1,30,43,From Counter,Reading WFC,Millie Farrow,,Left Foot,Open Play,Blocked,Normal,True,,,,,,101.3,34.4,102.4,34.9,,2.0
1,34,57,From Free Kick,Chelsea FCW,Francesca Kirby,,Left Foot,Open Play,Blocked,Normal,True,,,,,,112.8,33.4,115.4,34.6,,2.0
1,35,38,From Throw In,Chelsea FCW,Bethany England,1.0,Head,Open Play,Off T,Normal,,,,,,,110.8,38.4,120.0,48.3,0.9,3.0
1,36,53,Regular Play,Reading WFC,Remi Allen,,Right Foot,Open Play,Off T,Normal,,,,,,,83.1,33.9,120.0,36.6,4.0,2.0
1,40,47,From Corner,Chelsea FCW,Sophie Ingle,,Head,Open Play,Wayward,Normal,,,,,,,108.6,51.4,116.1,48.0,,3.0
2,47,11,Regular Play,Chelsea FCW,Francesca Kirby,,Left Foot,Open Play,Saved,Normal,,,,True,,,115.7,30.8,117.4,33.9,1.2,1.0
2,48,10,From Free Kick,Chelsea FCW,Bethany England,,Head,Open Play,Off T,Normal,,,,,,,113.7,38.6,120.0,40.4,5.3,1.0
2,49,4,From Throw In,Reading WFC,Natasha Harding,,Right Foot,Open Play,Goal,Normal,True,,,,,,106.5,40.4,120.0,36.5,0.30000000000000004,1.0
2,50,18,From Kick Off,Chelsea FCW,Karen Julia Carney,1.0,Left Foot,Open Play,Goal,Lob,,,,True,,,112.9,18.2,120.0,42.0,2.0,1.0
2,51,20,From Kick Off,Reading WFC,Natasha Harding,1.0,Right Foot,Open Play,Post,Lob,,,,,,,101.3,50.3,120.0,38.7,2.9,1.0
2,51,23,From Kick Off,Reading WFC,Fara Williams,,Head,Open Play,Goal,Normal,,,,True,True,,113.1,37.6,120.0,36.7,0.4,0.0
2,53,10,Regular Play,Reading WFC,Natasha Harding,,Right Foot,Open Play,Blocked,Normal,,,,,,,98.5,18.7,102.1,22.1,,2.0
2,54,55,From Corner,Chelsea FCW,Millie Bright,,Right Foot,Open Play,Wayward,Volley,True,,,,,,114.4,37.9,119.4,27.1,,4.0
2,55,18,From Corner,Chelsea FCW,Francesca Kirby,,Right Foot,Open Play,Saved,Normal,,,,,,,88.1,45.5,118.7,37.1,0.2,1.0
2,58,47,Regular Play,Chelsea FCW,Bethany England,,Left Foot,Open Play,Post,Normal,True,,,,True,,118.5,35.4,120.0,36.1,1.4,0.0
2,63,0,Regular Play,Chelsea FCW,Bethany England,,Left Foot,Open Play,Goal,Normal,True,,,,,,110.7,40.2,120.0,42.1,0.1,1.0
2,64,57,From Throw In,Chelsea FCW,Francesca Kirby,,Right Foot,Open Play,Post,Normal,True,,,,,,108.0,57.4,120.0,38.4,2.8,1.0
2,66,30,Regular Play,Chelsea FCW,Francesca Kirby,,Right Foot,Open Play,Saved,Normal,True,,,,,,108.8,55.8,118.5,42.1,1.4,1.0
2,68,44,From Free Kick,Reading WFC,Kirstyn Pearce,,Left Foot,Open Play,Blocked,Volley,True,,,,,,102.3,36.3,105.5,37.3,,3.0
2,68,45,From Free Kick,Reading WFC,Kirstyn Pearce,,Left Foot,Open Play,Blocked,Normal,,,,,,,102.7,36.2,104.0,36.5,,5.0
2,72,29,Regular Play,Reading WFC,Rachel Furness,,Left Foot,Open Play,Blocked,Normal,,,,,,,89.1,48.4,94.7,46.5,,2.0
2,82,56,Regular Play,Chelsea FCW,Bethany England,1.0,Head,Open Play,Wayward,Normal,,,,,,,105.6,41.1,112.4,49.7,,1.0
2,86,8,From Throw In,Reading WFC,Rachel Furness,1.0,Head,Open Play,Blocked,Normal,,,,,,,111.7,37.5,112.7,37.5,,2.0
2,87,31,Regular Play,Reading WFC,Rachel Furness,,Head,Open Play,Saved,Normal,,,,,,,114.2,39.5,119.1,39.4,1.9,1.0
1,4,53,From Free Kick,Arsenal WFC,Bethany Mead,,Right Foot,Open Play,Off T,Normal,,,,True,,,118.6,50.8,120.0,44.3,2.4,0.0
1,6,15,Regular Play,Arsenal WFC,Vivianne Miedema,,Left Foot,Open Play,Blocked,Normal,,,,,,,97.7,41.4,102.0,40.6,,3.0
1,11,27,From Corner,Arsenal WFC,Leah Williamson,,Head,Open Play,Saved,Normal,,,,,,,113.4,35.7,119.3,38.3,1.9,2.0
1,13,3,Regular Play,Manchester City WFC,Tessa Wullaert,,Left Foot,Open Play,Blocked,Normal,,,,,,,101.3,51.3,103.7,50.2,,1.0
1,13,39,From Corner,Manchester City WFC,Keira Walsh,,Right Foot,Open Play,Blocked,Half Volley,,,,,,,90.9,41.4,92.2,41.2,,4.0
1,22,21,Regular Play,Arsenal WFC,Kim Little,,Right Foot,Open Play,Saved,Normal,,,,True,,,108.3,44.7,116.3,41.6,1.4,1.0
1,27,17,From Throw In,Manchester City WFC,Lauren Hemp,1.0,Head,Open Play,Saved Off Target,Normal,,,,,,,101.3,44.9,119.0,45.1,1.0,1.0
1,31,7,Regular Play,Arsenal WFC,Vivianne Miedema,1.0,Left Foot,Open Play,Saved,Normal,,,,,,,107.9,30.6,118.4,37.1,0.9,1.0
1,33,58,From Goal Kick,Arsenal WFC,Viktoria Schnaderbeck,,Left Foot,Open Play,Off T,Normal,,,,,,,97.3,42.0,120.0,37.5,4.8,2.0
1,35,32,From Free Kick,Arsenal WFC,Dominique Johanna Anna Bloodworth,,Right Foot,Free Kick,Blocked,Normal,,,,,,,93.4,47.2,102.7,45.1,,3.0
1,41,2,From Corner,Arsenal WFC,Katie McCabe,,Left Foot,Open Play,Saved,Normal,,,,,,,91.8,23.8,117.1,40.9,0.9,3.0
1,43,41,Regular Play,Arsenal WFC,Viktoria Schnaderbeck,,Left Foot,Open Play,Saved,Normal,,,,,,,107.7,32.7,118.4,38.8,1.0,2.0
1,43,58,From Counter,Manchester City WFC,Janine Beckie,,Right Foot,Open Play,Saved,Normal,,,,,,,108.3,51.7,118.8,43.8,1.3,1.0
1,44,38,From Corner,Manchester City WFC,Jill Scott,1.0,Head,Open Play,Off T,Normal,,,,,,,113.3,41.2,120.0,38.7,4.5,3.0
1,45,49,From Throw In,Arsenal WFC,Danielle van de Donk,,Right Foot,Open Play,Wayward,Volley,True,,,,,,114.0,38.6,119.7,80.0,,1.0
2,47,3,Regular Play,Manchester City WFC,Tessa Wullaert,,Right Foot,Open Play,Blocked,Normal,,,,,,,107.0,48.5,108.0,48.0,,2.0
2,47,36,From Corner,Manchester City WFC,Lauren Hemp,1.0,Head,Open Play,Saved,Normal,,,,,,,113.6,31.7,118.6,38.9,1.4,2.0
2,48,10,From Keeper,Manchester City WFC,Georgia Stanway,,Left Foot,Open Play,Saved,Normal,,,,,,,97.1,49.0,117.4,40.6,0.6000000000000001,2.0
2,53,29,Regular Play,Manchester City WFC,Pauline Bremer,,Head,Open Play,Saved,Normal,,,,,,,113.0,48.0,119.0,42.9,0.7000000000000001,1.0
2,54,43,From Corner,Manchester City WFC,Stephanie Houghton,,Right Foot,Open Play,Off T,Half Volley,,,,,,,98.1,34.7,120.0,38.3,5.5,2.0
2,66,56,From Corner,Arsenal WFC,Danielle Carter,,Right Foot,Open Play,Blocked,Normal,,,,,,,98.9,45.1,112.5,40.7,,5.0
2,72,37,Regular Play,Manchester City WFC,Tessa Wullaert,,Left Foot,Open Play,Off T,Normal,,,,,,,95.3,53.2,120.0,31.9,4.2,2.0
2,73,57,Regular Play,Manchester City WFC,Lauren Hemp,,Left Foot,Open Play,Off T,Normal,,,,,,,93.4,32.5,120.0,48.2,0.4,2.0
2,86,3,From Free Kick,Manchester City WFC,Keira Walsh,,Right Foot,Open Play,Off T,Half Volley,,,,,,,102.6,29.3,120.0,48.6,4.3,3.0
2,87,52,From Corner,Arsenal WFC,Emma Mitchell,,Left Foot,Open Play,Goal,Normal,,,,,,,95.1,38.9,120.0,36.4,2.4,1.0
2,91,3,Regular Play,Manchester City WFC,Pauline Bremer,,Left Foot,Open Play,Blocked,Volley,True,,,,,,112.3,48.3,112.9,47.5,,1.0
1,10,27,From Free Kick,Birmingham City WFC,Kerys Harrop,1.0,Head,Open Play,Saved,Normal,,,,,,,113.6,36.9,119.2,40.5,1.0,1.0
1,14,31,Regular Play,Birmingham City WFC,Ellen White,1.0,Head,Open Play,Saved,Normal,,,,,,,113.3,38.5,119.0,40.1,1.6,1.0
1,16,23,From Goal Kick,Yeovil Town LFC,Olivia Fergusson,,Right Foot,Open Play,Blocked,Normal,True,,,,,,103.8,35.0,106.8,36.3,,1.0
1,18,39,Regular Play,Birmingham City WFC,Ellen White,,Left Foot,Open Play,Saved,Normal,True,,,,,,104.1,40.0,115.5,40.2,0.4,1.0
1,27,28,Regular Play,Birmingham City WFC,Ellen White,,Right Foot,Open Play,Off T,Lob,True,,,,,,102.3,48.9,120.0,43.7,6.4,1.0
1,30,35,From Counter,Birmingham City WFC,Lucy Staniforth,,Right Foot,Open Play,Saved,Normal,,,,,,,91.1,40.4,118.9,39.6,1.1,2.0
1,34,32,From Throw In,Birmingham City WFC,Lucy Staniforth,,Right Foot,Open Play,Saved,Normal,,,,,,,98.3,24.0,119.4,37.5,1.8,1.0
1,39,49,From Throw In,Birmingham City WFC,Charlie Wellings,,Right Foot,Open Play,Blocked,Normal,,,,,,,90.9,43.2,93.4,43.1,,2.0
1,41,24,From Throw In,Birmingham City WFC,Ellen White,,Head,Open Play,Saved,Normal,,,,,,,108.5,39.4,118.9,38.6,1.7000000000000002,3.0
2,49,46,Regular Play,Birmingham City WFC,Claudia Walker,1.0,Right Foot,Open Play,Saved,Normal,,,,,,,96.6,36.5,119.2,40.4,1.3,2.0
2,52,37,From Free Kick,Birmingham City WFC,Claudia Walker,,Right Foot,Open Play,Off T,Normal,,,,,,,87.7,30.0,120.0,39.9,7.6,1.0
2,55,7,Regular Play,Birmingham City WFC,Claudia Walker,,Right Foot,Open Play,Off T,Normal,True,,,,,,111.9,42.0,120.0,34.7,0.5,1.0
2,58,49,From Free Kick,Birmingham City WFC,Charlie Wellings,1.0,Right Foot,Open Play,Goal,Normal,,,,,,,107.6,50.4,120.0,36.8,0.5,1.0
2,61,36,Regular Play,Birmingham City WFC,Ellen White,1.0,Right Foot,Open Play,Saved,Normal,,,,,,,111.8,55.1,120.0,40.2,2.6,1.0
2,63,38,From Free Kick,Yeovil Town LFC,Emily Donovan,,Left Foot,Open Play,Blocked,Normal,,,,,,,94.6,40.2,96.7,40.8,,1.0
2,67,43,From Throw In,Birmingham City WFC,Chloe Arthur,,Right Foot,Open Play,Off T,Normal,True,,,,,,92.4,41.7,120.0,41.4,5.3,2.0
2,69,4,From Corner,Birmingham City WFC,Chloe Arthur,1.0,Head,Open Play,Saved,Normal,,,,,,,110.0,34.7,118.1,39.2,0.9,4.0
2,69,7,From Corner,Birmingham City WFC,Lucy Staniforth,1.0,Right Foot,Open Play,Off T,Normal,,,,,,,111.2,40.8,120.0,34.9,0.8,3.0
2,73,25,Regular Play,Birmingham City WFC,Ellen White,,Right Foot,Open Play,Blocked,Normal,True,,,,,,114.6,37.0,116.3,38.0,,2.0
2,77,10,From Goal Kick,Birmingham City WFC,Lucy Staniforth,,Right Foot,Open Play,Saved,Normal,,,,,,,94.1,47.2,118.6,37.6,0.5,1.0
2,78,2,From Throw In,Birmingham City WFC,Emma Follis,,Left Foot,Open Play,Blocked,Normal,,,,,,,107.7,49.6,113.1,44.0,,2.0
2,79,45,From Throw In,Yeovil Town LFC,Olivia Fergusson,1.0,Right Foot,Open Play,Saved,Half Volley,True,,,,,,104.0,51.6,117.9,42.8,0.9,2.0
2,80,53,Regular Play,Yeovil Town LFC,Olivia Fergusson,1.0,Right Foot,Open Play,Off T,Normal,True,,,,,,105.1,59.6,120.0,34.0,0.2,1.0
2,84,19,From Counter,Birmingham City WFC,Charlie Wellings,,Left Foot,Open Play,Saved,Normal,,,,,,,105.7,27.8,118.7,36.3,1.5,2.0
1,1,54,From Throw In,North Carolina Courage,Samantha Mewis,,Left Foot,Open Play,Saved,Normal,,,,,,,91.4,50.6,117.9,40.9,0.2,2.0
1,4,0,From Corner,North Carolina Courage,Lynn Williams,,Head,Open Play,Saved,Normal,,,,,,,110.2,37.8,118.4,36.8,0.9,2.0
1,4,31,From Counter,North Carolina Courage,Crystal Alyssia Dunn,,Right Foot,Open Play,Blocked,Normal,,,,,,,106.7,59.0,107.4,58.2,,1.0
1,6,30,Regular Play,Orlando Pride,Marta Vieira da Silva,,Left Foot,Open Play,Blocked,Normal,,,,,,,99.9,53.1,101.7,52.1,,2.0
1,9,59,Regular Play,North Carolina Courage,Lynn Williams,,Left Foot,Open Play,Saved,Normal,,,,,,,89.0,40.2,118.3,40.9,0.2,1.0
1,20,52,From Throw In,North Carolina Courage,Lynn Williams,1.0,Head,Open Play,Off T,Normal,,,,,,,106.2,43.1,120.0,44.9,1.2,2.0
1,26,24,From Free Kick,North Carolina Courage,Abby Erceg,1.0,Head,Open Play,Saved,Normal,,,,,,,109.3,34.3,116.6,37.8,1.5,1.0
1,27,17,Regular Play,Orlando Pride,Alex Morgan,,Right Foot,Open Play,Blocked,Normal,,,,,,,88.5,42.0,90.8,42.2,,2.0
1,30,37,Regular Play,North Carolina Courage,Samantha Mewis,,Right Foot,Open Play,Post,Normal,True,,,,,,102.1,43.0,120.0,43.1,2.9,2.0
1,36,1,From Free Kick,North Carolina Courage,"Denise O""Sullivan",,Left Foot,Open Play,Blocked,Half Volley,,,,,,,113.7,43.7,114.7,43.1,,2.0
1,36,2,From Free Kick,North Carolina Courage,"Denise O""Sullivan",,Right Foot,Open Play,Blocked,Half Volley,,,,,,,115.9,47.0,116.6,45.7,,3.0
1,41,32,From Corner,North Carolina Courage,Crystal Alyssia Dunn,,Right Foot,Open Play,Saved,Normal,,,,,,,105.5,22.3,118.6,36.5,0.6000000000000001,1.0
1,42,11,From Throw In,North Carolina Courage,McCall Zerboni,1.0,Head,Open Play,Saved,Normal,,,,,,,109.6,39.3,118.9,42.8,1.3,3.0
1,44,19,From Counter,North Carolina Courage,Lynn Williams,,Right Foot,Open Play,Goal,Normal,True,,,,,True,112.6,49.2,120.0,37.2,0.4,1.0
1,45,42,From Free Kick,Orlando Pride,Shelina Zadorsky,,Left Foot,Open Play,Blocked,Half Volley,,,,,,,100.5,47.2,110.0,43.7,,3.0
2,53,53,Regular Play,North Carolina Courage,Jessica McDonald,,Left Foot,Open Play,Blocked,Normal,,,,,,,99.1,36.2,101.2,36.5,,2.0
2,54,20,Regular Play,North Carolina Courage,Jessica McDonald,,Right Foot,Open Play,Goal,Normal,True,,,,,,109.0,33.3,120.0,43.0,0.5,1.0
2,55,26,From Kick Off,Orlando Pride,Chioma Ubogagu,,Left Foot,Open Play,Blocked,Normal,,,,,,,93.3,46.9,101.0,45.8,,1.0
2,55,34,From Kick Off,Orlando Pride,Marta Vieira da Silva,,Left Foot,Open Play,Blocked,Normal,,,,,,,108.0,50.0,109.2,48.8,,1.0
2,56,36,From Corner,Orlando Pride,Shelina Zadorsky,,Left Foot,Open Play,Off T,Normal,True,,,,,,97.4,43.2,120.0,28.0,0.2,1.0
2,57,39,Regular Play,North Carolina Courage,Samantha Mewis,,Left Foot,Open Play,Blocked,Normal,True,,,,,,89.3,38.9,91.1,38.8,,2.0
2,58,19,From Corner,North Carolina Courage,Lynn Williams,,Left Foot,Open Play,Off T,Normal,True,,,,,,109.3,24.4,120.0,46.2,3.1,1.0
2,60,46,From Free Kick,North Carolina Courage,Jessica McDonald,,Head,Open Play,Blocked,Normal,,,,,,,110.5,37.5,111.9,38.0,,2.0
2,60,49,From Free Kick,North Carolina Courage,Jessica McDonald,,Left Foot,Open Play,Saved,Normal,,,,,,,109.7,38.8,117.8,39.8,0.2,1.0
2,64,9,From Free Kick,Orlando Pride,Emily van Egmond,1.0,Head,Open Play,Saved,Normal,,,,,,,110.5,35.5,118.8,42.6,1.3,1.0
2,64,44,Regular Play,North Carolina Courage,Crystal Alyssia Dunn,,Left Foot,Open Play,Blocked,Normal,,,,,,,97.3,50.6,102.9,48.0,,2.0
2,68,44,From Throw In,North Carolina Courage,Samantha Mewis,1.0,Right Foot,Open Play,Saved,Normal,,,,,,,111.3,53.8,118.2,44.5,0.1,1.0
2,69,19,From Corner,North Carolina Courage,Jessica McDonald,,Head,Open Play,Blocked,Normal,,,,,,,115.4,35.9,116.7,37.1,,4.0
2,69,20,From Corner,North Carolina Courage,Crystal Alyssia Dunn,,Left Foot,Open Play,Goal,Half Volley,True,,,,,True,112.5,43.2,119.9,41.8,1.6,4.0
2,73,36,From Throw In,North Carolina Courage,Samantha Mewis,1.0,Head,Open Play,Off T,Normal,,,,,,,111.0,53.7,120.0,48.2,1.9,1.0
2,76,26,From Corner,North Carolina Courage,Crystal Alyssia Dunn,1.0,Right Foot,Open Play,Goal,Half Volley,True,,,,,,112.2,46.8,120.0,36.7,2.1,2.0
2,81,34,Regular Play,North Carolina Courage,Crystal Alyssia Dunn,,Left Foot,Open Play,Blocked,Normal,,,,,,,103.2,49.2,104.8,48.4,,2.0
2,83,2,From Corner,North Carolina Courage,Leah Pruitt,,Left Foot,Open Play,Off T,Normal,,,,,,,108.0,25.0,120.0,48.6,3.9,1.0
2,87,41,From Throw In,North Carolina Courage,Julia Spetsmark,,Right Foot,Open Play,Goal,Normal,,,,,,True,101.6,38.3,120.0,42.5,2.4,2.0
2,89,31,Regular Play,North Carolina Courage,Leah Pruitt,,Right Foot,Open Play,Off T,Volley,True,,,,,,110.1,46.1,120.0,33.8,0.5,1.0
