player,team,distance,angle,under_pressure,follows_dribble,one_on_one,first_time,defenders_between,Corner,Free Kick,Open Play,Penalty,Backheel,Diving Header,Half Volley,Lob,Normal,Overhead Kick,Volley,Head,Other,preferred_foot,not_preferred_foot,goal
Samuel Eto'o Fils,Barcelona,28.419183661745112,0.19472729741734238,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Xavier Hernández Creus,Barcelona,24.37724348649781,0.2704538029159478,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,25.17816514363189,0.25943076191970293,0,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Ronaldo de Assis Moreira,Barcelona,31.845407832213425,0.17519915084286689,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Andrés Iniesta Luján,Barcelona,21.892921230388595,0.29153689718559267,0,0,0,1,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,9.415412895885133,0.7023126845828734,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Ronaldo de Assis Moreira,Barcelona,24.137315509393336,0.08977682792818956,0,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Samuel Eto'o Fils,Barcelona,9.047098982546832,0.36747138667205276,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Samuel Eto'o Fils,Barcelona,13.201515064567403,0.5408460766492227,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Ronaldo de Assis Moreira,Barcelona,13.48517704741024,0.22635866158754353,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Samuel Eto'o Fils,Barcelona,24.49836729253604,0.29205032448017404,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Ronaldo de Assis Moreira,Barcelona,32.62407086799561,0.2146530110936429,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Ronaldo de Assis Moreira,Barcelona,16.274212730574707,0.35155715428885914,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Ronaldo de Assis Moreira,Barcelona,25.599999999999994,0.28401285578954033,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Samuel Eto'o Fils,Barcelona,10.346980235798268,0.5863530114733025,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Ronaldo de Assis Moreira,Barcelona,20.53533540023147,0.3490341711798077,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Samuel Eto'o Fils,Barcelona,30.686316168611697,0.236778104953882,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Ronaldo de Assis Moreira,Barcelona,34.40363352903295,0.2119492342699257,0,0,0,0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Ronaldo de Assis Moreira,Barcelona,24.595324758986205,0.29210136223600414,0,0,0,0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,24.242318370980943,0.17287813724964765,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Samuel Eto'o Fils,Barcelona,14.766516176810294,0.26874794280744835,0,0,0,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,12.163058825805289,0.5512206048633018,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Samuel Eto'o Fils,Barcelona,2.408318915758453,5.287731114949752,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
Ronaldo de Assis Moreira,Barcelona,36.303443362854715,0.18688920478799137,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,15.802847844613327,0.17774785580088248,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Ronaldo de Assis Moreira,Barcelona,9.693296652842108,0.6854593518110527,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Samuel Eto'o Fils,Barcelona,17.21540008248429,0.3220787460487908,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,15.289865924853624,0.35905646648868966,0,0,1,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
Ronaldo de Assis Moreira,Barcelona,58.20034364159717,0.1256063151858785,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,16.360012224934305,0.36065410643154183,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Andrés Iniesta Luján,Barcelona,9.492101980067424,0.7150938115568862,0,0,0,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Seydou Kéita,Barcelona,22.778279127273862,0.31106375502293254,0,0,0,1,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Seydou Kéita,Barcelona,10.590561835898987,0.6566832960807925,0,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Xavier Hernández Creus,Barcelona,11.710678887237924,0.6054069860728463,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Daniel Alves da Silva,Barcelona,22.240728405337812,0.26582031878008844,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Rafael Márquez Álvarez,Barcelona,26.67376988728815,0.2016907961395217,0,0,0,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,13.541787178950935,0.3432706275049766,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Seydou Kéita,Barcelona,12.725171904536303,0.5592284381326134,0,0,0,0,3.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Andrés Iniesta Luján,Barcelona,19.912307751739878,0.23444625217076415,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,29.483893908369705,0.20818260405620295,0,0,0,0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Gerard Piqué Bernabéu,Barcelona,8.122191822408524,0.8453763410287445,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Andrés Iniesta Luján,Barcelona,28.855502074994295,0.17683466485340466,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,12.886038956948713,0.5434934313252742,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Bojan Krkíc Pérez,Barcelona,11.543396380615194,0.5393351278442191,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Bojan Krkíc Pérez,Barcelona,11.601724009818534,0.6111074907863637,0,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Samuel Eto'o Fils,Barcelona,26.737987957211743,0.18968511141218658,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Andrés Iniesta Luján,Barcelona,27.64814641164938,0.20095624293978154,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Daniel Alves da Silva,Barcelona,35.217183305880674,0.20701137977309705,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,25.633766793040778,0.23441851863676044,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Thierry Henry,Barcelona,21.734994824015953,0.3145241287458427,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Ronaldo de Assis Moreira,Barcelona,39.0160223497988,0.18605583974469128,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Andrés Iniesta Luján,Barcelona,29.223620583356876,0.19850154368973036,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Andrés Iniesta Luján,Barcelona,28.452240685049745,0.21981443719407498,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Xavier Hernández Creus,Barcelona,25.581243128511172,0.2547112159125832,0,0,0,0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,17.327723451163457,0.3087748332209623,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Anderson Luís de Souza,Barcelona,21.606711920141844,0.28427057262937483,0,0,0,1,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Ronaldo de Assis Moreira,Barcelona,32.065557846387144,0.20897245559557984,0,0,0,1,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Anderson Luís de Souza,Barcelona,23.446321673132438,0.2829091697594353,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Anderson Luís de Souza,Barcelona,15.17959156235767,0.43840384824720446,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,6.324555320336762,0.9607830467274064,0,0,0,1,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Samuel Eto'o Fils,Barcelona,33.15674893592554,0.11808075011603289,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Ronaldo de Assis Moreira,Barcelona,36.28567210346254,0.18652761071866403,0,0,0,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Xavier Hernández Creus,Barcelona,13.679546776117984,0.5107719360761408,0,0,0,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,23.741314201197874,0.17253579919998216,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Andrés Iniesta Luján,Barcelona,30.560431934120306,0.2243744341422611,0,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Andrés Iniesta Luján,Barcelona,19.483326204732094,0.36993069665295536,0,0,0,1,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Xavier Hernández Creus,Barcelona,31.316609011832686,0.23185056059817022,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Ronaldo de Assis Moreira,Barcelona,31.1353496848839,0.23304768959072528,0,0,0,0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Xavier Hernández Creus,Barcelona,19.831288409984865,0.24906956784650683,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Anderson Luís de Souza,Barcelona,22.826738707051422,0.26874029118360565,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Thierry Henry,Barcelona,20.972362766269327,0.2870853190829162,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Anderson Luís de Souza,Barcelona,17.031735084835013,0.4182398892741989,0,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,30.486718419665962,0.18948042327560838,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Andrés Iniesta Luján,Barcelona,32.512305362739205,0.22345274649178393,0,0,0,1,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Bojan Krkíc Pérez,Barcelona,19.285486771144775,0.31019114859904684,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Thierry Henry,Barcelona,20.246728130737566,0.3007214763089625,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Anderson Luís de Souza,Barcelona,13.875518008348369,0.44929466543556373,1,0,0,1,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,23.90690276886573,0.2626444721582467,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,22.922478051031046,0.27848309456543197,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Anderson Luís de Souza,Barcelona,23.88493248891443,0.1215954731958847,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Rafael Márquez Álvarez,Barcelona,10.322790320451151,0.44052717910386496,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Thierry Henry,Barcelona,7.736924453553879,0.8684273777659036,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Anderson Luís de Souza,Barcelona,18.481612483763428,0.37987114559682206,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Anderson Luís de Souza,Barcelona,35.200142045167944,0.20720830908965054,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Anderson Luís de Souza,Barcelona,23.941595602632667,0.30170802130210855,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Thierry Henry,Barcelona,31.933054974430487,0.22593378820340898,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Thierry Henry,Barcelona,17.149344010777792,0.32450493773451194,0,0,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Ronaldo de Assis Moreira,Barcelona,12.001666550941998,0.5919334291666236,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Ronaldo de Assis Moreira,Barcelona,13.132021931142207,0.5254918053341905,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Thierry Henry,Barcelona,11.950732195141859,0.592403015188715,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Thierry Henry,Barcelona,22.37319825147938,0.2216817430529032,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Xavier Hernández Creus,Barcelona,28.943565778942997,0.22858677900474778,0,0,0,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Samuel Eto'o Fils,Barcelona,12.980754985747174,0.3568692630357698,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Seydou Kéita,Barcelona,36.816979778357705,0.1923073309552698,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,17.17119681326843,0.4009610961659284,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Thierry Henry,Barcelona,8.028075734570518,0.8412031084582964,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
Thierry Henry,Barcelona,19.710149669649898,0.34646632707352865,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,6.900724599634453,0.9752602070623922,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Seydou Kéita,Barcelona,14.384018909887462,0.3247545976402216,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Seydou Kéita,Barcelona,8.944271909999156,0.7686969739164525,1,0,0,0,4.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Samuel Eto'o Fils,Barcelona,12.937542270462343,0.49294059786771965,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Seydou Kéita,Barcelona,9.575489543621257,0.682853322443959,0,0,0,0,1.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Samuel Eto'o Fils,Barcelona,3.5355339059327338,4.751836160450267,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Daniel Alves da Silva,Barcelona,24.247061677654887,0.26618647936340945,0,0,0,1,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,20.723899247004653,0.32574506885409066,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Andrés Iniesta Luján,Barcelona,12.6241831418908,0.5453781373150114,0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Daniel Alves da Silva,Barcelona,31.781283800375334,0.21757222018694075,0,0,0,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,10.778682665335317,0.6511510548385263,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Thierry Henry,Barcelona,7.000714249274859,0.7889458749465964,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Samuel Eto'o Fils,Barcelona,11.901680553602509,0.5966166645004258,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Andrés Iniesta Luján,Barcelona,27.244265451650556,0.19822538613872023,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,30.723443817384798,0.20702489978927882,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,9.585405573057404,0.34060202658296784,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,28.284271247461902,0.1840110315396387,0,0,0,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Andrés Iniesta Luján,Barcelona,22.282728737746638,0.2886719010947189,0,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,12.452309022827857,0.4138423266316049,0,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Thierry Henry,Barcelona,21.745114393812695,0.2822217336062316,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Bojan Krkíc Pérez,Barcelona,12.340583454602134,0.5751323748413734,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Bojan Krkíc Pérez,Barcelona,22.636695871968588,0.313486921382225,0,0,0,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Thierry Henry,Barcelona,14.401388821915758,0.4062116271377098,0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Bojan Krkíc Pérez,Barcelona,26.75892374517331,0.203419174326517,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,11.900420160649796,0.5967253993229291,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
Lionel Andrés Messi Cuccittini,Barcelona,17.327723451163457,0.2971516356996755,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Thierry Henry,Barcelona,17.720045146669353,0.3329134211805573,1,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Samuel Eto'o Fils,Barcelona,9.338094023943004,0.5655861948319956,0,0,0,1,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Thierry Henry,Barcelona,26.177280225416844,0.25371806403279534,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Lionel Andrés Messi Cuccittini,Barcelona,13.803260484392812,0.398911255199188,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Lionel Andrés Messi Cuccittini,Barcelona,15.500000000000005,0.38060608770810916,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Daniel Alves da Silva,Barcelona,36.53080891521566,0.1984835147497856,0,0,0,0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Samuel Eto'o Fils,Barcelona,15.728954192825405,0.35360677565237625,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Thierry Henry,Barcelona,15.05855238726485,0.255058296267924,0,0,0,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Thierry Henry,Barcelona,6.099999999999999,0.32604764274226455,0,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Samuel Eto'o Fils,Barcelona,9.924716620639604,0.5729158248735395,0,0,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,13.951702405083036,0.4866138618085036,0,0,0,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Samuel Eto'o Fils,Barcelona,59.21427192831134,0.12343232621012981,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Thierry Henry,Barcelona,6.350590523722972,0.6504786632355402,0,0,0,1,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,24.35775030662725,0.286044906474265,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Samuel Eto'o Fils,Barcelona,32.387188825212974,0.21032112494349323,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Samuel Eto'o Fils,Barcelona,4.640043103248073,1.2790279248116838,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
Thierry Henry,Barcelona,5.8523499553598075,1.100178671661398,0,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Thierry Henry,Barcelona,26.58759109058209,0.19487520538239744,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,22.909386722476878,0.2655151461928595,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Thierry Henry,Barcelona,26.096934685897494,0.21899485347514316,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Bojan Krkíc Pérez,Barcelona,13.49703671181197,0.2907808735078544,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Samuel Eto'o Fils,Barcelona,18.30956034425731,0.2621995542172392,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,19.22628409235648,0.3287081608114267,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,9.841239759298626,0.6518321282188985,0,0,0,1,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Bojan Krkíc Pérez,Barcelona,19.276151068094478,0.21333543202308639,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Anderson Luís de Souza,Barcelona,29.166590476090963,0.20430506090623557,0,0,0,1,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Andrés Iniesta Luján,Barcelona,10.956733089748973,0.32441922916631943,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Thierry Henry,Barcelona,7.589466384404112,0.8728818626659516,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Bojan Krkíc Pérez,Barcelona,26.26194966105906,0.2255575470496005,0,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,13.66199107011859,0.37072727708729447,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Thierry Henry,Barcelona,28.101601377857452,0.20725382781439772,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Bojan Krkíc Pérez,Barcelona,10.97724920005008,0.6402647326271378,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Lionel Andrés Messi Cuccittini,Barcelona,27.408392875176023,0.26264966136847834,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Anderson Luís de Souza,Barcelona,17.527692375210144,0.3598081798267543,0,0,0,1,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Andrés Iniesta Luján,Barcelona,22.192341021172144,0.258408536086538,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Xavier Hernández Creus,Barcelona,20.086064821163955,0.3408459679985467,0,0,0,1,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
Vivianne Miedema,Netherlands Women's,12.621014222319856,0.4650328561004423,0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Vivianne Miedema,Netherlands Women's,13.200378782444089,0.5240400662959094,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Vivianne Miedema,Netherlands Women's,20.44358089963693,0.32302226041620946,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Vivianne Miedema,Netherlands Women's,11.82708755357801,0.5991559657425369,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Xavier Hernández Creus,Barcelona,13.956002292920424,0.49575553361613517,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Thierry Henry,Barcelona,18.20357107822528,0.27166428673808907,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Gerard Piqué Bernabéu,Barcelona,17.61732102222128,0.38838354013330045,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,15.555384919699033,0.40536309869486076,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Xavier Hernández Creus,Barcelona,7.778174593052025,0.8746524535346608,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Andrés Iniesta Luján,Barcelona,13.97032569412754,0.5102970617194573,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Andrés Iniesta Luján,Barcelona,27.111805546661778,0.23783786287639144,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,6.300793600809349,0.7999995486332302,0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
Samuel Eto'o Fils,Barcelona,13.536617007214176,0.5172357528472703,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
